S.No,Country/Region,ISO3,Exports_1,Imports_1,Total Trade_1,Trd.Bal_1,Exports_2,Imports_2,Total Trade_2,Trd.Bal_2,Export_Share_of_TotalTrade_%,Import_Share_of_TotalTrade_%,TradeBalance_Ratio_%,Exports_Growth_Computed_%,Imports_Growth_Computed_%,TotalTrade_Growth_%,Total_Trade_Calculated_Y1,Total_Trade_Difference_Y1,Total_Trade_Validation_Y1,Trade_Balance_Calculated_Y1,Trade_Balance_Difference_Y1,Trade_Balance_Validation_Y1,Total_Trade_Calculated_Y0,Total_Trade_Difference_Y0,Total_Trade_Validation_Y0,Trade_Balance_Calculated_Y0,Trade_Balance_Difference_Y0,Trade_Balance_Validation_Y0,Continent,Regional_Grouping,Income_Group_WB,GDP_USD_million_External,GDP_Growth_%_Derived,GDP_per_Capita_USD_Derived,Population_million_External,FTA_with_India,Distance_from_India_km_approx,Import_to_Export_Ratio,Trade_Balance_Category,Import_Dependency,Export_Dependency,Export_Growth_Category,Imports_Growth_Category,TotalTrade_Growth_Category,Trade_Pressure_Score_0_100,Trade_Pressure_Category,Export_Opportunity_Score_0_100_Sim,Market_Risk_Score_0_100_Sim,Investment_Priority_Score_0_100_Sim,Target_Market_Priority_Score_0_100_Sim,Expected_Revenue_USD_million_Sim,Expected_Cost_USD_million_Sim,Expected_Profit_USD_million_Sim,Profit_Margin_%_Sim,Investment_Required_USD_million_Sim,Expected_ROI_%_Sim,Recommended_Action_Sim,GDP_Source,GDP_Source_Year,Population_Source,Population_Source_Year,Classification_Source,Classification_Source_Year,Distance_Source,Year_Status_Note,Import_to_Export_Ratio_Status,Predictive_Next_Year_Exports,Predictive_Next_Year_Imports,Predictive_Next_Year_Total_Trade,Predictive_Next_Year_Trade_Balance,Predictive_Export_Lag_1,Predictive_Import_Lag_1,Predictive_Trade_Lag_1,Predictive_TradeBalance_Lag_1
21,BELGIUM,BEL,53642.84,49595.68,103238.52,4047.16,43473.64,46604.31,90077.95,-3130.68,51.96010171397265,48.03989828602735,3.920203427945305,-18.95723641775864,-6.031513228571526,-12.747732144939706,103238.52,0.0,Valid,4047.159999999996,0.0,Valid,90077.95,0.0,Valid,-3130.6699999999983,-0.01,Valid,Europe,Europe and Central Asia,High income,632216.58,8.33,53312.87,11.859,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",7114.0,0.9246,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Negative Growth,Negative Growth,Negative Growth,25.3,Low Trade Pressure,56.2,25.3,65.4,58.9,2682.14,1823.86,858.28,32.0,2145.71,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,53642.84,49595.68,103238.52,4047.16,43473.64,46604.31,90077.95,-3130.68
22,BELIZE,BLZ,89.68,154.31,243.99,-64.63,84.96,5.96,90.92,79.0,36.75560473789909,63.24439526210091,-26.48879052420181,-5.263157894736857,-96.13764500032404,-62.73617771220131,243.99,0.0,Valid,-64.63,0.0,Valid,90.92,0.0,Valid,79.0,0.0,Valid,Americas,Latin America and the Caribbean,Upper-middle income,3281.5,15.93,7867.95,0.417,No,15591.0,1.7207,Trade Deficit,Moderate Import Dependency,Low Export Dependency,Negative Growth,Negative Growth,Negative Growth,23.5,Low Trade Pressure,35.3,23.5,55.9,50.3,4.48,3.04,1.44,32.14,3.58,40.22,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,89.68,154.31,243.99,-64.63,84.96,5.96,90.92,79.0
23,BENIN,BEN,5232.63,1318.01,6550.64,3914.61,8095.73,1001.29,9097.02,7094.45,79.87967587899809,20.12032412100192,59.759199101156526,54.71627078543676,-24.030166690692788,38.87223233149738,6550.64,0.0,Valid,3914.62,-0.01,Valid,9097.02,0.0,Valid,7094.44,0.01,Valid,Africa,Sub-Saharan Africa,Lower-middle income,19673.28,12.9,1360.28,14.463,No,8065.0,0.2519,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,Negative Growth,High Growth,21.7,Low Trade Pressure,86.7,21.7,82.5,74.2,261.63,177.92,83.71,32.0,209.3,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,5232.63,1318.01,6550.64,3914.61,8095.73,1001.29,9097.02,7094.45
24,BERMUDA,BMU,,,0.0,0.0,35.09,0.28,35.37,34.81,,,,,,,,,Missing,,,Missing,35.370000000000005,-0.0,Valid,34.81,0.0,Valid,Americas,North America,High income,,,,0.065,No,12914.0,,Missing,Missing,Missing,Missing,Missing,Missing,51.5,Moderate Trade Pressure,,51.5,,,0.0,0.0,0.0,,0.0,,Insufficient Data,,,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,,,0.0,0.0,35.09,0.28,35.37,34.81
25,BHUTAN,BTN,6544.52,2332.67,8877.19,4211.85,8907.57,4458.71,13366.28,4448.85,73.72287852349673,26.27712147650326,47.44575704699348,36.10730809898968,91.14191034308324,50.56881738478054,8877.19,0.0,Valid,4211.85,0.0,Valid,13366.28,0.0,Valid,4448.86,-0.01,Valid,Asia,South Asia,Lower-middle income,,,,0.792,Partial/Preferential (SAFTA/SAPTA/MERCOSUR PTA/APTA),1606.0,0.3564,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,High Growth,High Growth,25.4,Low Trade Pressure,80.2,25.4,77.4,69.7,327.23,222.52,104.71,32.0,261.78,40.0,Increase Exports,,,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,6544.52,2332.67,8877.19,4211.85,8907.57,4458.71,13366.28,4448.85
26,BOLIVIA,BOL,515.48,8598.87,9114.34,-8083.39,480.56,2804.86,3285.42,-2324.3,5.655702991110712,94.34440672610414,-88.68870373499344,-6.774268642818347,-67.38106286058516,-63.95328679860528,9114.35,-0.01,Valid,-8083.390000000001,0.0,Valid,3285.42,0.0,Valid,-2324.3,0.0,Valid,Americas,Latin America and the Caribbean,Lower-middle income,45849.83,4.18,3693.6,12.413,No,16002.0,16.6813,Trade Deficit,High Import Dependency,Low Export Dependency,Negative Growth,Negative Growth,Negative Growth,27.3,Low Trade Pressure,40.1,27.3,56.4,50.8,25.77,17.52,8.25,32.01,20.62,40.01,Reduce Import Dependency,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,515.48,8598.87,9114.34,-8083.39,480.56,2804.86,3285.42,-2324.3
27,BOSNIA-HRZGOVIN,BIH,211.0,41.82,252.82,169.18,113.08,54.67,167.75,58.41,83.45858713709359,16.541412862906416,66.91717427418718,-46.40758293838863,30.72692491630799,-33.64844553437228,252.82,0.0,Valid,169.18,0.0,Valid,167.75,0.0,Valid,58.41,0.0,Valid,Europe,Europe and Central Asia,Upper-middle income,27054.89,10.27,8550.17,3.164,No,6021.0,0.1982,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,High Growth,Negative Growth,28.2,Low Trade Pressure,12.7,28.2,42.2,38.0,10.55,7.17,3.38,32.04,8.44,40.05,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,211.0,41.82,252.82,169.18,113.08,54.67,167.75,58.41
28,BOTSWANA,BWA,663.34,2158.63,2821.97,-1495.29,1237.12,2270.04,3507.17,-1032.92,23.506273985903466,76.49372601409654,-52.98745202819307,86.49862815449089,5.161143873660602,24.28091014433181,2821.9700000000003,-0.0,Valid,-1495.29,0.0,Valid,3507.16,0.01,Valid,-1032.92,0.0,Valid,Africa,Sub-Saharan Africa,Upper-middle income,19395.77,-4.56,7693.25,2.521,No,7412.0,3.2542,Trade Deficit,High Import Dependency,Low Export Dependency,High Growth,Moderate Growth,High Growth,22.7,Low Trade Pressure,76.0,22.7,76.6,68.9,33.17,22.56,10.61,31.99,26.54,39.98,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,663.34,2158.63,2821.97,-1495.29,1237.12,2270.04,3507.17,-1032.92
29,BR VIRGN IS,VGB,3.88,1154.07,1157.95,-1150.18,14.43,30.96,45.39,-16.53,0.3350749168789671,99.66492508312102,-99.32898657109548,271.9072164948454,-97.31732043983466,-96.08014162960404,1157.95,0.0,Valid,-1150.1899999999998,0.01,Valid,45.39,0.0,Valid,-16.53,0.0,Valid,Americas,Latin America and the Caribbean,High income,,,,0.039,No,14034.0,297.4407,Trade Deficit,High Import Dependency,Low Export Dependency,High Growth,Negative Growth,Negative Growth,37.2,Low Trade Pressure,62.8,37.2,62.8,56.5,0.19,0.13,0.06,31.58,0.15,40.0,Diversify Product,,,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,3.88,1154.07,1157.95,-1150.18,14.43,30.96,45.39,-16.53
30,BRAZIL,BRA,42068.22,45281.55,87349.77,-3213.33,47890.78,35987.01,83877.79,11903.77,48.160653428165865,51.839346571834135,-3.6786931436682657,13.840756751771282,-20.52610831563849,-3.9748015363978753,87349.77,0.0,Valid,-3213.3300000000017,0.0,Valid,83877.79000000001,-0.0,Valid,11903.769999999997,0.0,Valid,Americas,Latin America and the Caribbean,Upper-middle income,2173665.66,11.36,10253.21,211.999,Partial/Preferential (SAFTA/SAPTA/MERCOSUR PTA/APTA),14760.0,1.0764,Trade Deficit,Moderate Import Dependency,Low Export Dependency,High Growth,Negative Growth,Negative Growth,25.2,Low Trade Pressure,74.6,25.2,74.7,67.2,2103.41,1430.32,673.09,32.0,1682.73,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,42068.22,45281.55,87349.77,-3213.33,47890.78,35987.01,83877.79,11903.77
31,BRUNEI,BRN,477.13,610.11,1087.25,-132.98,413.81,1070.3,1484.11,-656.48,43.88411128995171,56.11496895838124,-12.230857668429524,-13.27101628486995,75.42738194751765,36.50126465854218,1087.24,0.01,Valid,-132.98000000000002,0.0,Valid,1484.11,0.0,Valid,-656.49,0.01,Valid,Asia,East Asia and Pacific,High income,15128.29,-9.31,32694.2,0.463,Yes - In force,4425.0,1.2787,Trade Deficit,Moderate Import Dependency,Low Export Dependency,Negative Growth,High Growth,High Growth,28.1,Low Trade Pressure,35.5,28.1,53.7,58.3,23.86,16.22,7.64,32.02,19.09,40.02,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,477.13,610.11,1087.25,-132.98,413.81,1070.3,1484.11,-656.48
32,BULGARIA,BGR,1507.23,1418.54,2925.77,88.69,1485.99,2293.75,3779.75,-807.76,51.51566937934288,48.484330620657126,3.031338758685748,-1.4092076192750946,61.69794295543306,29.188213701008625,2925.77,0.0,Valid,88.69000000000005,-0.0,Valid,3779.74,0.01,Valid,-807.76,0.0,Valid,Europe,Europe and Central Asia,High income,101584.38,12.44,15770.49,6.441,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",5446.0,0.9412,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Negative Growth,High Growth,High Growth,27.2,Low Trade Pressure,49.1,27.2,61.0,54.9,75.36,51.24,24.12,32.01,60.29,40.01,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,1507.23,1418.54,2925.77,88.69,1485.99,2293.75,3779.75,-807.76
33,BURKINA FASO,BFA,751.15,1356.44,2107.59,-605.29,998.65,638.89,1637.54,359.76,35.64023363177847,64.35976636822151,-28.719532736443043,32.94947746788258,-52.89950163663708,-22.30272491328959,2107.59,0.0,Valid,-605.2900000000001,0.0,Valid,1637.54,0.0,Valid,359.76,0.0,Valid,Africa,Sub-Saharan Africa,Low income,20324.62,7.99,863.09,23.549,No,8387.0,1.8058,Trade Deficit,Moderate Import Dependency,Low Export Dependency,High Growth,Negative Growth,Negative Growth,23.1,Low Trade Pressure,66.4,23.1,71.6,64.4,37.56,25.54,12.02,32.0,30.05,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,751.15,1356.44,2107.59,-605.29,998.65,638.89,1637.54,359.76
34,BURUNDI,BDI,,,0.0,0.0,211.89,8.27,220.15,203.62,,,,,,,,,Missing,,,Missing,220.16,-0.01,Valid,203.62,0.0,Valid,Africa,Sub-Saharan Africa,Low income,2642.16,-20.86,188.08,14.048,No,5757.0,,Missing,Missing,Missing,Missing,Missing,Missing,51.5,Moderate Trade Pressure,,51.5,,,0.0,0.0,0.0,,0.0,,Insufficient Data,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,,,0.0,0.0,211.89,8.27,220.15,203.62
35,C AFRI REP,CAF,524.9,1.95,526.85,522.95,76.51,1.22,77.73,75.29,99.62987567618866,0.3701243238113315,99.25975135237736,-85.42389026481234,-37.43589743589744,-85.24627503084369,526.85,0.0,Valid,522.9499999999999,0.0,Valid,77.73,0.0,Valid,75.29,0.0,Valid,Africa,Sub-Saharan Africa,Low income,2555.49,7.26,479.39,5.331,No,6196.0,0.0037,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,Negative Growth,Negative Growth,27.8,Low Trade Pressure,14.6,27.8,43.4,39.1,26.24,17.84,8.4,32.01,20.99,40.02,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,524.9,1.95,526.85,522.95,76.51,1.22,77.73,75.29
36,CAMBODIA,KHM,1282.45,1643.29,2925.75,-360.84,1358.58,690.58,2049.15,668.0,43.83320516106981,56.16645304622746,-12.333247885157652,5.936293812624265,-57.975768123703055,-29.961548320943344,2925.74,0.01,Valid,-360.8399999999999,-0.0,Valid,2049.16,-0.01,Valid,667.9999999999999,0.0,Valid,Asia,East Asia and Pacific,Lower-middle income,31772.76,7.69,1801.3,17.639,Yes - In force,3080.0,1.2814,Trade Deficit,Moderate Import Dependency,Low Export Dependency,Moderate Growth,Negative Growth,Negative Growth,23.9,Low Trade Pressure,52.9,23.9,64.5,68.1,64.12,43.6,20.52,32.0,51.3,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,1282.45,1643.29,2925.75,-360.84,1358.58,690.58,2049.15,668.0
37,CAMEROON,CMR,2828.2,5573.16,8401.36,-2744.96,3749.96,2812.56,6562.52,937.41,33.66359732233828,66.33640267766171,-32.67280535532342,32.59175447280957,-49.533837176754304,-21.887408705257243,8401.36,0.0,Valid,-2744.96,0.0,Valid,6562.52,0.0,Valid,937.4,0.01,Valid,Africa,Sub-Saharan Africa,Lower-middle income,47945.51,9.86,1646.27,29.124,No,7171.0,1.9706,Trade Deficit,High Import Dependency,Low Export Dependency,High Growth,Negative Growth,Negative Growth,23.7,Low Trade Pressure,72.4,23.7,74.4,67.0,141.41,96.16,45.25,32.0,113.13,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,2828.2,5573.16,8401.36,-2744.96,3749.96,2812.56,6562.52,937.41
38,CANADA,CAN,25963.35,29909.75,55873.11,-3946.4,29177.0,33292.48,62469.47,-4115.48,46.468417455194455,53.53156464710842,-7.063147191913964,12.377640019489016,11.309790285776389,11.805965338245894,55873.1,0.01,Valid,-3946.4000000000015,0.0,Valid,62469.48,-0.01,Valid,-4115.480000000003,0.0,Valid,Americas,North America,High income,2140085.57,-0.99,51832.36,41.289,No,11090.0,1.152,Trade Deficit,Moderate Import Dependency,Low Export Dependency,High Growth,High Growth,High Growth,26.3,Low Trade Pressure,71.7,26.3,72.7,65.4,1298.17,882.76,415.41,32.0,1038.54,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,25963.35,29909.75,55873.11,-3946.4,29177.0,33292.48,62469.47,-4115.48
